"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2013",3.248788,
"ESP","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2014",3.442302,
"ESP","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2015",3.006161,
"ESP","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2016",3.687877,
"ESP","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2017",3.438999,
"ESP","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2018",2.932179,
"SWE","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2012",9.932481,
"SWE","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2013",9.503079,
"SWE","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2014",9.833078,
"SWE","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2015",10.47226,
"SWE","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2016",10.79282,
"SWE","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2017",10.60457,
"SWE","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2018",10.43093,
"GBR","EDUEXPTRY","HH","PC_EDUEXP","A","2012",18.59879,
"GBR","EDUEXPTRY","HH","PC_EDUEXP","A","2013",41.24595,
"GBR","EDUEXPTRY","HH","PC_EDUEXP","A","2014",45.8097,
"GBR","EDUEXPTRY","HH","PC_EDUEXP","A","2015",48.00822,
"GBR","EDUEXPTRY","HH","PC_EDUEXP","A","2016",51.83641,
"GBR","EDUEXPTRY","HH","PC_EDUEXP","A","2017",52.46628,
"GBR","EDUEXPTRY","HH","PC_EDUEXP","A","2018",52.31844,
"GBR","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2012",22.92363,
"GBR","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2013",22.33045,
"GBR","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2014",23.57331,
"GBR","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2015",23.39815,
"GBR","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2016",16.87294,
"GBR","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2017",18.54651,
"GBR","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2018",19.00179,
"USA","EDUEXPTRY","HH","PC_EDUEXP","A","1995",46.2758,
"USA","EDUEXPTRY","HH","PC_EDUEXP","A","2000",34.36904,
"USA","EDUEXPTRY","HH","PC_EDUEXP","A","2005",39.14315,
"USA","EDUEXPTRY","HH","PC_EDUEXP","A","2008",40.26979,
"USA","EDUEXPTRY","HH","PC_EDUEXP","A","2009",42.7215,
"USA","EDUEXPTRY","HH","PC_EDUEXP","A","2010",44.14247,
"USA","EDUEXPTRY","HH","PC_EDUEXP","A","2011",43.58802,
"USA","EDUEXPTRY","HH","PC_EDUEXP","A","2012",45.84794,
"USA","EDUEXPTRY","HH","PC_EDUEXP","A","2013",46.49788,
"USA","EDUEXPTRY","HH","PC_EDUEXP","A","2014",46.18878,
"USA","EDUEXPTRY","HH","PC_EDUEXP","A","2015",46.29568,
"USA","EDUEXPTRY","HH","PC_EDUEXP","A","2016",45.88216,
"USA","EDUEXPTRY","HH","PC_EDUEXP","A","2017",45.38839,
"USA","EDUEXPTRY","HH","PC_EDUEXP","A","2018",44.66441,
"USA","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","1995",15.08067,
"USA","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2000",21.8863,
"USA","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2005",18.89029,
"USA","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2008",18.40829,
"USA","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2009",16.63294,
"USA","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2010",15.87239,
"USA","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2011",17.33167,
"USA","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2012",16.34998,
"USA","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2013",17.17649,
"USA","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2014",19.06804,
"USA","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2015",18.49963,
"USA","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2016",19.07917,
"USA","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2017",19.48381,
"USA","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2018",19.69291,
"CHL","EDUEXPTRY","HH","PC_EDUEXP","A","2012",68.3207,
"CHL","EDUEXPTRY","HH","PC_EDUEXP","A","2013",54.76127,
"CHL","EDUEXPTRY","HH","PC_EDUEXP","A","2014",51.9194,
"CHL","EDUEXPTRY","HH","PC_EDUEXP","A","2015",54.94421,
"CHL","EDUEXPTRY","HH","PC_EDUEXP","A","2016",60.55107,
"CHL","EDUEXPTRY","HH","PC_EDUEXP","A","2017",60.25195,
"CHL","EDUEXPTRY","HH","PC_EDUEXP","A","2018",56.54903,
"CHL","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2012",7.486738,
"CHL","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2013",10.68266,
"CHL","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2014",10.57624,
"CHL","EDUEXPTRY","OTHPRIVENT","PC_EDUEXP","A","2015",9.39463,
